master id,description translated,description,vampire inability,upgradable,max level,thumbnail,target type,cool time,action type,animate name,ai type,ex type,ai ex type,fun data,level,effect style,attack roate,passive,other skill,relation skill,start effect,special,buff,atk disable,melee dist,effect play,base effect,other effect,extend effect,damage style,damage effect,sound effect,atk info,note
4812,Gusailsaeng (passive),구사일생(패시브),0,0,1,"[4, 2, 5]",0,-1,4,NONE,NO,NO,"[[4,""NO""]]",[],[],0,1,32,0,[],[],[],[],0,0,[],[],[],[],0,[],[],[],0
4813,Tender age,질풍노도,0,1,4,"[4, 3, 5]",4,4,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.4]]","[[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 6, 2, 100, 1]]",0,0,"[0, 2, 1, 2, 1, 0, 0]","[0.5, 1, 0, 1, ""eft_skill_shuriken.peft"", ""eft_skill_shuriken_wind.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_multi_Attack_01.ogg""]]",[],0
4814,Astonished,경천동지,0,1,5,"[4, 6, 3]",4,4,2,ATK_3,DM,DM,"[[4,""RIFT_WDDM""]]","[[""ATK"", ""*"", 2.1]]","[[""AT"",10],[""AT"",10],[""AT"",10],[""TN"",1]]",0,2,0,0,[],[],[],"[[0, 18, 1,  50, 3]]",0,0,"[3, 0, 0, 0, 0, 0, 0]","[1.5, 0.8, 0, 1, ""eft_skill_gyeongchundongji.peft"", ""eft_skill_gyeongchundongji.png""]","[1.5, 0.8, 0, 0, ""eft_skill_gyeongchundongji_ex.peft"", ""eft_skill_gyeongchundongji.png""]",[],0,[],"[[""WIDE_START"", 0, ""SE_MON_COM_Attack_ShootSmall.ogg""], [""WIDE_START"", 1000, ""SE_MON_Ninja_Light_03.ogg""]]",[],0
4815,Park Jong Jin's Kwaedonanma,쾌도난마,0,1,4,"[4, 4, 5]",4,3,1,ATK_1,DM,DM,"[[3,""RIFT_CHIL""]]","[[""ATK"", ""*"", 3.6]]","[[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],"[[107, 0, 100, 25]]",[],0,0,"[0, 0, 2, 2, 3, 1, 0]","[1, 1, 0, 1, ""eft_skill_quedonanma_attack.peft"", ""eft_skill_quedonanma.png""]","[1, 1, 0, 1, ""eft_skill_quedonanma_shadow.peft"", ""eft_skill_quedonanma.png""]",[],0,[],"[[""MELEE_START"", 100, ""SE_MON_Ninja_Dark_03.ogg""]]",[],0
4901,Scare group,놀래키기,0,1,7,"[4, 6, 1]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.8]]","[[""AT"",5],[""AT"",5],[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[13, 1, 50, 100]]",[],0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 800, ""SE_MON_Joker_01.ogg""], [""MELEE_START"", 0, ""SE_MON_Joker_Ice_02.ogg""]]",[],0
4902,Scare group,놀래키기,0,1,7,"[4, 7, 1]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.8]]","[[""AT"",5],[""AT"",5],[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[13, 1, 50, 100]]",[],0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 800, ""SE_MON_Joker_01.ogg""], [""MELEE_START"", 0, ""SE_MON_Joker_Ice_02.ogg""]]",[],0
4903,Scare group,놀래키기,0,1,7,"[4, 8, 1]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.8]]","[[""AT"",5],[""AT"",5],[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[13, 1, 50, 100]]",[],0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 800, ""SE_MON_Joker_01.ogg""], [""MELEE_START"", 0, ""SE_MON_Joker_Ice_02.ogg""]]",[],0
4904,Scare group,놀래키기,0,1,7,"[4, 9, 1]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.8]]","[[""AT"",5],[""AT"",5],[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[13, 1, 50, 100]]",[],0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 800, ""SE_MON_Joker_01.ogg""], [""MELEE_START"", 0, ""SE_MON_Joker_Ice_02.ogg""]]",[],0
4905,Scare group,놀래키기,0,1,7,"[4, 0, 2]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.8]]","[[""AT"",5],[""AT"",5],[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[13, 1, 50, 100]]",[],0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 800, ""SE_MON_Joker_01.ogg""], [""MELEE_START"", 0, ""SE_MON_Joker_Ice_02.ogg""]]",[],0
5001,Ring land,땅울리기,0,0,1,"[3, 3, 6]",4,-1,2,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.5]]",[],0,1,0,0,[],[],[],[],0,0,"[0, 0, 4, 4, 2, 1, 300]","[1, 1, 0, 1,  ""eft_skill_beat_land.peft"", ""eft_skill_beat_land.png""]",[],[],0,[],"[[""RANGE_START"", 0, ""SE_MON_Out_Turtle_01.ogg""]]",[],0
5002,Poison ppumgi,독뿜기,0,0,1,"[3, 4, 6]",4,1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 5.0]]",[],0,1,0,0,[],[],[],"[[0, 6, 1, 100, 3]]",0,0,[],[],[],[],0,[],"[[""RANGE_START"", 200, ""SE_MON_Out_Turtle_02.ogg""]]",[],0
5101,Pick up,달려들기,0,0,1,"[3, 5, 6]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.5, ""+"", 50]]",[],0,1,0,0,[],[],[],[],0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_WeBear_Attack_02.ogg""], [""MELEE_DASH"", 700, ""SE_MON_Chimera_Skill_01.ogg""]]",[],0
5102,Taking off,내려찍기,0,0,1,"[3, 3, 6]",4,2,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 5.5]]",[],0,1,0,0,[],[],[],"[[0, 1, 1, 60, 1]]",0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_WeBear_Attack_02.ogg""], [""MELEE_DASH"", 700, ""SE_MON_Chimera_Skill_01.ogg""]]",[],0
5201,Lightning Void,공허의 전격,0,0,1,"[3, 6, 6]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 4.0]]",[],0,1,0,0,[],[],[],[],0,0,"[0, 0, 4, 4, 3, 1, 400]","[1, 0.7, 0, 1, ""eft_skill_lightening_attack.peft"", ""eft_skill_thunder_of_aeriality.png""]",[],[],0,[],"[[""RANGE_START"", 100, ""SE_MON_Out_Taotie_01.ogg""], [""RANGE_BOOM"", 200, ""SE_MON_Chimera_Wind_Skill_03.ogg""]]",[],0
5202,Void Storm,공허의 폭풍,1,0,1,"[3, 7, 6]",5,3,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.0], [""+""], [""TARGET_TOT_HP"", ""*"", 0.1]]",[],0,1,0,0,[],[],[],[],0,0,"[0, 0, 4, 4, 3, 1, 700]","[1, 1, 0, 1, ""eft_skill_storm_of_aeriality.peft"", ""eft_skill_storm_of_aeriality.png""]",[],[],0,[],"[[""RANGE_START"", 500, ""SE_MON_Out_Taotie_02.ogg""]]",[],0
5301,Invitations dream,꿈의 초대장,0,1,7,"[4, 6, 2]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.9]]","[[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",10],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[51, 0, 100, 50]]","[[0, 16, 1, 50, 1]]",0,0,"[0, 1, 1, 2, 1, 0, 0]","[1, 1, 0, 1, ""eft_skill_dream_invitation.peft"", ""eft_skill_dream_invitation_water.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5302,Invitations dream,꿈의 초대장,0,1,7,"[4, 7, 2]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.9]]","[[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",10],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[51, 0, 100, 50]]","[[0, 16, 1, 50, 1]]",0,0,"[0, 1, 1, 2, 1, 0, 0]","[1, 1, 0, 1, ""eft_skill_dream_invitation.peft"", ""eft_skill_dream_invitation_fire.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5303,Invitations dream,꿈의 초대장,0,1,7,"[4, 8, 2]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.9]]","[[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",10],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[51, 0, 100, 50]]","[[0, 16, 1, 50, 1]]",0,0,"[0, 1, 1, 2, 1, 0, 0]","[1, 1, 0, 1, ""eft_skill_dream_invitation.peft"", ""eft_skill_dream_invitation_wind.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5304,Invitations dream,꿈의 초대장,0,1,7,"[4, 9, 2]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.9]]","[[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",10],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[51, 0, 100, 50]]","[[0, 16, 1, 50, 1]]",0,0,"[0, 1, 1, 2, 1, 0, 0]","[1, 1, 0, 1, ""eft_skill_dream_invitation.peft"", ""eft_skill_dream_invitation_light.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5305,Invitations dream,꿈의 초대장,0,1,7,"[4, 0, 3]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.9]]","[[""DR"",5],[""AT"",5],[""AT"",10],[""DR"",10],[""AT"",10],[""DR"",15]]",0,1,0,0,[],[],"[[51, 0, 100, 50]]","[[0, 16, 1, 50, 1]]",0,0,"[0, 1, 1, 2, 1, 0, 0]","[1, 1, 0, 1, ""eft_skill_dream_invitation.peft"", ""eft_skill_dream_invitation_dark.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5306,Strike rejected,거절의 일격,0,1,5,"[0, 9, 8]",4,3,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 5.5]]","[[""AT"",5],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 20, 1, 100, 2]]",0,0,"[0, 0, 3, 3, 2, 1, 350]","[1, 1, 0, 1, ""eft_skill_rebuff_blow.peft"", ""eft_skill_rebuff_blow_water.png""]",[],[],0,[],"[[""MELEE_DASH"", 200, ""SE_MON_Succubus_01.ogg""], [""MELEE_START"", 0, ""SE_MON_Succubus_Ice_02.ogg""]]",[],0
5307,Twisted hilarity,뒤틀린 환희,0,1,5,"[4, 1, 3]",4,3,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.0], [""*""], [""TARGET_CUR_HP_RATE"", ""*"", -1.4, ""+"", 6.8]]","[[""AT"",5],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],"[[1, 0, 100, 30]]",[],0,0,"[0, 0, 4, 4, 2, 1, 400]","[1, 1, 0, 1, ""eft_skill_twisted_joy.peft"", ""eft_skill_twisted_joy_fire.png""]",[],[],0,[],"[[""RANGE_START"", 700, ""SE_MON_Succubus_Fire_02.ogg""]]",[],0
5308,Strike rejected,거절의 일격,0,1,5,"[4, 2, 3]",4,3,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 5.5]]","[[""AT"",5],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 20, 1, 100, 2]]",0,0,"[0, 0, 3, 3, 2, 1, 350]","[1, 1, 0, 1, ""eft_skill_rebuff_blow.peft"", ""eft_skill_rebuff_blow_wind.png""]",[],[],0,[],"[[""MELEE_DASH"", 200, ""SE_MON_Succubus_01.ogg""], [""MELEE_START"", 0, ""SE_MON_Succubus_Ice_02.ogg""]]",[],0
5309,Strike rejected,거절의 일격,0,1,5,"[0, 2, 9]",4,3,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 5.5]]","[[""AT"",5],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 20, 1, 100, 2]]",0,0,"[0, 0, 3, 3, 2, 1, 350]","[1, 1, 0, 1, ""eft_skill_rebuff_blow.peft"", ""eft_skill_rebuff_blow_light.png""]",[],[],0,[],"[[""MELEE_DASH"", 200, ""SE_MON_Succubus_01.ogg""], [""MELEE_START"", 0, ""SE_MON_Succubus_Ice_02.ogg""]]",[],0
5310,Twisted hilarity,뒤틀린 환희,0,1,5,"[4, 3, 3]",4,3,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.0], [""*""], [""TARGET_CUR_HP_RATE"", ""*"", -1.4, ""+"", 6.8]]","[[""AT"",5],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],"[[1, 0, 100, 30]]",[],0,0,"[0, 0, 4, 4, 2, 1, 400]","[1, 1, 0, 1, ""eft_skill_twisted_joy.peft"", ""eft_skill_twisted_joy_dark.png""]",[],[],0,[],"[[""RANGE_START"", 700, ""SE_MON_Succubus_Fire_02.ogg""]]",[],0
5311,Parting gift,이별의 선물,0,1,4,"[4, 4, 3]",4,4,2,ATK_2,DM,DM,"[[3,""RIFT_CHIL""]]","[[""ATK"", ""*"", 2.1]]","[[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],"[[1, 0, 100, 50], [2, 0, 100, -10], [74, 0, 100, 100]]",[],0,0,"[0, 1, 1, 2, 1, 0, 0]","[1, 1, 0, 1, ""eft_skill_dream_invitation.peft"", ""eft_skill_dream_invitation_water.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5312,Cruel catastrophe,잔인한 파국,0,1,5,"[4, 5, 3]",5,4,2,ATK_2,DM,DM,"[[4,""RIFT_WDDM""]]","[[""ATK"", ""*"", 4.5]]","[[""AT"",10],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 20, 1, 100, 2]]",0,0,"[3, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, ""eft_skill_cruel_catastrophe.peft"", ""eft_skill_cruel_catastrophe.png""]",[],[],0,[],"[[""WIDE_START"", 100, ""SE_MON_Succubus_Fire_03.ogg""]]",[],0
5313,Blooming nightmare,피어나는 악몽,0,1,5,"[3, 9, 7]",5,4,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 2.07]]","[[""AT"",10],[""AT"",10],[""DR"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 6, 1, 80, 3]]",0,0,"[0, 0, 4, 4, 2, 1, 0]","[1.3, 1, 0, 1, ""eft_skill_blooming_nightmare.peft"", ""eft_skill_blooming_nightmare.png""]",[],[],0,[],"[[""RANGE_BOOM"", 150, ""SE_MON_Succubus_Wind_03.ogg""]]",[],0
5314,Curse of the midnight sun,백야의 저주,0,1,5,"[4, 6, 3]",5,5,2,ATK_2,DM,DM,"[[4,""RIFT_WDDM""]]","[[""ATK"", ""*"", 3.9]]","[[""AT"",10],[""AT"",10],[""TN"",1],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 18, 1, 100, 2], [0, 7, 1, 100, 2]]",0,0,"[3, 0, 0, 0, 0, 0, 0]","[1.5, 1, 0, 0, ""eft_skill_curse_of_white_night.peft"", ""eft_skill_curse_of_white_night.png""]",[],[],0,[],"[[""WIDE_START"", 0, ""SE_MON_Dragon_Light_Skill_02.ogg""], [""WIDE_START"", 1500, ""SE_MON_Pixie_Fire_Skill_02.ogg""]]",[],0
5315,Incubus of sprint,몽마의 질주,1,1,4,"[4, 7, 3]",5,4,2,ATK_2,DM,DM,"[[4,""RIFT_WDDM""]]","[[""ATK"", ""*"", 4.0], [""+""], [""TARGET_TOT_HP"", ""*"", 0.08]]","[[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 20, 0, 75, 2]]",0,0,"[3, 0, 0, 0, 0, 0, 0]","[1, 0.85, 0, 0, ""eft_skill_galloping_nightmare_attack.peft"", ""eft_skill_galloping_nightmare.png""]","[1, 0.85, 0, 1, ""eft_skill_galloping_nightmare.peft"", ""eft_skill_galloping_nightmare.png""]",[],0,[],"[[""WIDE_START"", 500, ""SE_MON_Succubus_Dark_03.ogg""]]",[],0
5401,Throwing Axe,도끼 투척,0,1,8,"[5, 8, 0]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.7]]","[[""AT"",5],[""AT"",5],[""DR"",10],[""DR"",10],[""AT"",10],[""AT"",10],[""DR"",20]]",0,1,0,0,[],[],[],"[[0, 6, 1, 30, 3]]",0,0,"[0, 2, 1, 2, 2, 0, 0]","[1.3, 1, 0, 1, ""eft_skill_throwing_axe.peft"", ""eft_skill_throwing_axe_water.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5402,Throwing Axe,도끼 투척,0,1,8,"[5, 9, 0]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.7]]","[[""AT"",5],[""AT"",5],[""DR"",10],[""DR"",10],[""AT"",10],[""AT"",10],[""DR"",20]]",0,1,0,0,[],[],[],"[[0, 6, 1, 30, 3]]",0,0,"[0, 2, 1, 2, 2, 0, 0]","[1.3, 1, 0, 1, ""eft_skill_throwing_axe.peft"", ""eft_skill_throwing_axe_fire.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5403,Throwing Axe,도끼 투척,0,1,8,"[5, 0, 1]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.7]]","[[""AT"",5],[""AT"",5],[""DR"",10],[""DR"",10],[""AT"",10],[""AT"",10],[""DR"",20]]",0,1,0,0,[],[],[],"[[0, 6, 1, 30, 3]]",0,0,"[0, 2, 1, 2, 2, 0, 0]","[1.3, 1, 0, 1, ""eft_skill_throwing_axe.peft"", ""eft_skill_throwing_axe_wind.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5404,Throwing Axe,도끼 투척,0,1,8,"[5, 1, 1]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.7]]","[[""AT"",5],[""AT"",5],[""DR"",10],[""DR"",10],[""AT"",10],[""AT"",10],[""DR"",20]]",0,1,0,0,[],[],[],"[[0, 6, 1, 30, 3]]",0,0,"[0, 2, 1, 2, 2, 0, 0]","[1.3, 1, 0, 1, ""eft_skill_throwing_axe.peft"", ""eft_skill_throwing_axe_light.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5405,Throwing Axe,도끼 투척,0,1,8,"[5, 2, 1]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.7]]","[[""AT"",5],[""AT"",5],[""DR"",10],[""DR"",10],[""AT"",10],[""AT"",10],[""DR"",20]]",0,1,0,0,[],[],[],"[[0, 6, 1, 30, 3]]",0,0,"[0, 2, 1, 2, 2, 0, 0]","[1.3, 1, 0, 1, ""eft_skill_throwing_axe.peft"", ""eft_skill_throwing_axe_dark.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5406,Continuous Throwing,연속 투척,0,1,4,"[5, 3, 1]",4,2,2,ATK_2,DM,DM,"[[3,""RIFT_CHIL""]]","[[""ATK"", ""*"", 2.1]]","[[""AT"",5],[""AT"",10],[""AT"",15]]",0,1,0,0,[],[],"[[2, 2, 100, 15]]",[],0,0,"[0, 2, 1, 2, 2, 0, 0]","[1.3, 1, 0, 1, ""eft_skill_throwing_axe.peft"", ""eft_skill_throwing_axe_water.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5407,Crush armor,갑주 부수기,0,1,5,"[5, 4, 1]",4,3,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.0], [""*""], [""ATTACK_CUR_HP_RATE"", ""*"", 3.5, ""+"", 4.0]]","[[""AT"",5],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 3, 1, 100, 2]]",0,1,"[0, 0, 3, 3, 2, 1, 400]","[1, 1, 0, 1, ""eft_skill_break_armor.peft"", ""eft_skill_break_armor_fire.png""]",[],[],0,[],"[[""MELEE_DASH"", 400, ""SE_MON_Viking_01.ogg""], [""MELEE_DASH"", 1700, ""SE_MON_Chimera_Skill_01.ogg""], [""MELEE_START"", 100, ""SE_MON_Viking_Fire_02.ogg""]]",[],0
5408,Crush armor,갑주 부수기,0,1,5,"[5, 5, 1]",4,3,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.0], [""*""], [""ATTACK_CUR_HP_RATE"", ""*"", 3.5, ""+"", 4.0]]","[[""AT"",5],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 3, 1, 100, 2]]",0,1,"[0, 0, 3, 3, 2, 1, 400]","[1, 1, 0, 1, ""eft_skill_break_armor.peft"", ""eft_skill_break_armor_wind.png""]",[],[],0,[],"[[""MELEE_DASH"", 400, ""SE_MON_Viking_01.ogg""], [""MELEE_DASH"", 1700, ""SE_MON_Chimera_Skill_01.ogg""], [""MELEE_START"", 100, ""SE_MON_Viking_Fire_02.ogg""]]",[],0
5409,Continuous Throwing,연속 투척,0,1,4,"[5, 6, 1]",4,2,2,ATK_2,DM,DM,"[[3,""RIFT_CHIL""]]","[[""ATK"", ""*"", 2.1]]","[[""AT"",5],[""AT"",10],[""AT"",15]]",0,1,0,0,[],[],"[[2, 2, 100, 15]]",[],0,0,"[0, 2, 1, 2, 2, 0, 0]","[1.3, 1, 0, 1, ""eft_skill_throwing_axe.peft"", ""eft_skill_throwing_axe_light.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootBig.ogg""]]",[],0
5410,Crush armor,갑주 부수기,0,1,5,"[5, 7, 1]",4,3,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.0], [""*""], [""ATTACK_CUR_HP_RATE"", ""*"", 3.5, ""+"", 4.0]]","[[""AT"",5],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 3, 1, 100, 2]]",0,1,"[0, 0, 3, 3, 2, 1, 400]","[1, 1, 0, 1, ""eft_skill_break_armor.peft"", ""eft_skill_break_armor_dark.png""]",[],[],0,[],"[[""MELEE_DASH"", 400, ""SE_MON_Viking_01.ogg""], [""MELEE_DASH"", 1700, ""SE_MON_Chimera_Skill_01.ogg""], [""MELEE_START"", 100, ""SE_MON_Viking_Fire_02.ogg""]]",[],0
5411,Butchers (passive),도살자(패시브),0,0,1,"[5, 8, 1]",0,-1,4,NONE,NO,NO,"[[4,""NO""]]",[],[],0,1,36,0,[],[],[],[],0,0,[],[],[],[],0,[],[],[],0
5412,Predator (passive),약탈자(패시브),0,0,1,"[5, 9, 1]",0,-1,4,NONE,NO,NO,"[[4,""NO""]]",[],[],0,1,37,0,[],[],[],[],0,0,[],[],[],[],0,[],[],[],0
5413,Brandishing an ax,도끼 난사,0,1,7,"[5, 7, 1]",4,5,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 2.0]]","[[""DR"",10],[""AT"",10],[""DR"",10],[""AT"",10],[""DR"",10],[""TN"",1]]",0,0,0,0,[],[],[],"[[0, 6, 1, 30, 3]]",0,0,"[0, 2, 1, 2, 2, 0, 0]","[1.3, 1, 0, 1, ""eft_skill_throwing_axe.peft"", ""eft_skill_throwing_axe_wind.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootSmall.ogg""]]",[],0
5414,Shout of victory,승리의 함성,0,1,7,"[1, 9, 9]",3,5,3,BUFF,BR,BR,"[[3,""RIFT_CHIL""]]",[],"[[""HE"",10],[""HE"",10],[""HE"",10],[""TN"",1],[""TN"",1],[""TN"",1]]",0,0,0,0,[],[],[],[],0,0,"[0, 0, 3, 3, 2, 1, 0]","[1, 0.75, 0, 1, ""eft_skill_shouts_of_victory.peft"", ""eft_skill_shouts_of_victory.png""]",[],[],0,[],"[[""BUFF_START"", 1200, ""SE_MON_Viking_Light_03.ogg""]]",[],0
5415,March madness,광란의 행군,0,1,7,"[1, 9, 9]",3,12,3,BUFF,RC,RC,"[[4,""RC""]]",[],"[[""TN"",1],[""TN"",1],[""TN"",1],[""TN"",1],[""TN"",1],[""TN"",1]]",0,0,0,0,[],[],[],"[[0, 8, 1, 100, 2]]",0,0,"[0, 0, 3, 3, 2, 1, 0]","[1, 1, 0, 1, ""eft_skill_crazy_march.peft"", ""eft_skill_crazy_march.png""]",[],[],0,[],"[[""BUFF_START"", 1200, ""SE_MON_Viking_Light_03.ogg""]]",[],0
5501,Double Shot,더블샷,0,1,5,"[4, 0, 6]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.9]]","[[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",15]]",0,1,0,0,[],[],"[[13, 1, 50, 1]]",[],0,0,"[0, 1, 1, 2, 1, 0, 0]","[1.25, 1, 0, 1, ""eft_skill_double_shot.peft"", ""eft_skill_double_shot_water.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootSmall.ogg""]]",[],0
5502,Double Shot,더블샷,0,1,5,"[4, 1, 6]",4,-1,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.9]]","[[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",15]]",0,1,0,0,[],[],"[[13, 1, 50, 1]]",[],0,0,"[0, 1, 1, 2, 1, 0, 0]","[1.25, 1, 0, 1, ""eft_skill_double_shot.peft"", ""eft_skill_double_shot_fire.png""]",[],[],0,[],"[[""RANGE_FLY"", 0, ""SE_MON_COM_Attack_ShootSmall.ogg""]]",[],0
