unit master id,unit name,unit name,group id,discussion id,awaken unit id,awaken materials,attribute,collection view,style type,base class,max class,rankup,boss,summoned level,max level,base con,base atk,base def,resistance,accuracy,base speed,critical rate,critical damage,base skill,leader skill,awaken type,awaken skill,collision,roaming standby,height,animate data,attack data,dat name,texture attrib,blend alpha,cullface,scale,view scale,shadow,eft scale,center bone,head offset,thumbnail,add mesh,default effect,passive effect,rare class,rare effect,move,buff immunity,melee dist,select offset,battle effect
14113,Phantom Thief (wind),팬텀시프(바람),14100,14100,-1,[],3,"[0, 1, 1, 1, 1, 1, 1]",1,5,6,1,0,1,40,47,86,47,15,0,105,15,50,"[5703,5708, 5713]","[22004, 1, 0, 1, 0.33]",3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_1"", 2, 1050], [""ATK_2"", 2, 1100], [""BUFF"", 2, 0]]","[""unit_mdl_phantomthief_hr.dat""]",[],1,1,100,100,65,100,0,0,"[15, 2, 3]",[],"[[3, 1, [1, 1, 0, 1, ""unit_eft_dft_phantomthief_staff.peft"", ""unit_eft_dft_phantomthief_wind.png""]], [3, 0, [1, 1, 0, 1, ""unit_eft_dft_phantomthief_fire.peft"", ""unit_eft_dft_phantomthief_wind.png""]]]",[],6,"[[3003, 1, 3]]",[],[],2,"[0,0,0]",[]
14114,Phantom Thief (light),팬텀시프(빛),14100,14100,-1,[],4,"[0, 1, 1, 1, 1, 1, 1]",4,5,6,1,0,1,40,63,55,62,15,0,105,15,50,"[5704,5709, 5714]","[22005, 1, 0, 3, 0.33]",3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_1"", 2, 1050], [""ATK_2"", 2, 1100], [""BUFF"", 2, 0]]","[""unit_mdl_phantomthief_hr.dat""]",[],1,1,100,100,65,100,0,0,"[15, 3, 3]",[],"[[3, 1, [1, 1, 0, 1, ""unit_eft_dft_phantomthief_staff.peft"", ""unit_eft_dft_phantomthief_light.png""]], [3, 0, [1, 1, 0, 1, ""unit_eft_dft_phantomthief_fire.peft"", ""unit_eft_dft_phantomthief_light.png""]]]",[],6,"[[3004, 1, 3]]",[],[],2,"[0,0,0]",[]
14115,Phantom Thief (dark),팬텀시프(어둠),14100,14100,-1,[],5,"[0, 1, 1, 1, 1, 1, 1]",1,5,6,1,0,1,40,54,82,44,15,0,105,15,50,"[5705,5710, 5715]","[22007, 1, 0, 2, 0.33]",3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_1"", 2, 1050], [""ATK_2"", 2, 1100], [""BUFF"", 2, 0]]","[""unit_mdl_phantomthief_hr.dat""]",[],1,1,100,100,65,100,0,0,"[15, 4, 3]",[],"[[3, 1, [1, 1, 0, 1, ""unit_eft_dft_phantomthief_staff.peft"", ""unit_eft_dft_phantomthief_dark.png""]], [3, 0, [1, 1, 0, 1, ""unit_eft_dft_phantomthief_fire.peft"", ""unit_eft_dft_phantomthief_dark.png""]]]",[],6,"[[3005, 1, 3]]",[],[],2,"[0,0,0]",[]
14201,Angel Montserrat (water),엔젤몬(물),14200,14200,14211,"[[11001,3], [11006, 2]]",1,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,[99001],[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[16,0,4]",[],[],[],0,[],[],[],0,"[0,0,0]",[]
14202,Angel Montserrat (Bull),엔젤몬(불),14200,14200,14212,"[[11002,3], [11006, 2]]",2,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,[99001],[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[16,1,4]",[],[],[],0,[],[],[],0,"[0,0,0]",[]
14203,Angel Montserrat (wind),엔젤몬(바람),14200,14200,14213,"[[11003,3], [11006, 2]]",3,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,[99001],[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[16,2,4]",[],[],[],0,[],[],[],0,"[0,0,0]",[]
14204,Angel Montserrat (light),엔젤몬(빛),14200,14200,14214,"[[11004,3], [11006, 2]]",4,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,[99001],[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[16,3,4]",[],[],[],0,[],[],[],0,"[0,0,0]",[]
14205,Angel Montserrat (dark),엔젤몬(어둠),14200,14200,14215,"[[11005,3], [11006, 2]]",5,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,[99001],[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[16,4,4]",[],[],[],0,[],[],[],0,"[0,0,0]",[]
14211,Angel Montserrat (water),엔젤몬(물),14200,14200,-1,[],1,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,"[99001, 99002]",[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[19,0,0]",[],"[[0, 0, [1, 1, 0, 1, ""unit_eft_dft_angelring.peft"", ""unit_eft_dft_angelring_water.png""]]]",[],0,[],[],[],0,"[0,0,0]",[]
14212,Angel Montserrat (Bull),엔젤몬(불),14200,14200,-1,[],2,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,"[99001, 99002]",[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[19,1,0]",[],"[[0, 0, [1, 1, 0, 1, ""unit_eft_dft_angelring.peft"", ""unit_eft_dft_angelring_fire.png""]]]",[],0,[],[],[],0,"[0,0,0]",[]
14213,Angel Montserrat (wind),엔젤몬(바람),14200,14200,-1,[],3,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,"[99001, 99002]",[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[19,2,0]",[],"[[0, 0, [1, 1, 0, 1, ""unit_eft_dft_angelring.peft"", ""unit_eft_dft_angelring_wind.png""]]]",[],0,[],[],[],0,"[0,0,0]",[]
14214,Angel Montserrat (light),엔젤몬(빛),14200,14200,-1,[],4,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,"[99001, 99002]",[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[19,3,0]",[],"[[0, 0, [1, 1, 0, 1, ""unit_eft_dft_angelring.peft"", ""unit_eft_dft_angelring_light.png""]]]",[],0,[],[],[],0,"[0,0,0]",[]
14215,Angel Montserrat (dark),엔젤몬(어둠),14200,14200,-1,[],5,"[0, 1, 1, 1, 1, 1, 1]",5,1,1,0,0,1,40,1,1,1,0,0,0,0,0,"[99001, 99002]",[],2,"[0, 99002]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_angelring.dat""]",[],0,1,100,130,60,100,0,0,"[19,4,0]",[],"[[0, 0, [1, 1, 0, 1, ""unit_eft_dft_angelring.peft"", ""unit_eft_dft_angelring_dark.png""]]]",[],0,[],[],[],0,"[0,0,0]",[]
14314,Rainbow mon (light),무지개몬(빛),14300,14300,-1,[],4,"[0, 1, 1, 1, 1, 1, 1]",5,1,6,1,0,1,40,1,1,1,0,0,0,0,0,[99003],[],2,"[0, 99003]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""BUFF"", 2]]",[],"[""unit_mdl_rainbowangelring.dat""]",[],0,1,100,130,60,100,0,0,"[12,4,0]",[],[],[],0,[],[],[],0,"[0,0,0]",[]
14401,Dragon (Water),드래곤(물),14400,14400,14411,"[[13001,20], [12001,10], [13006,15], [12006,5]]",1,"[0, 1, 1, 1, 1, 1, 1]",2,5,6,1,0,1,40,68,48,64,15,0,92,15,50,"[2901, 2906, 2911]","[25001, 0, 0, 1, 0.33]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300]]","[""unit_mdl_dragon.dat""]",[],0,1,100,70,100,100,2,0,"[15,0,4]",[],[],[],0,[],[],[],2.5,"[0,0,0]",[]
14402,Dragon (Fire),드래곤(불),14400,14400,14412,"[[13002,20], [12002,10], [13006,15], [12006,5]]",2,"[0, 1, 1, 1, 1, 1, 1]",1,5,6,1,0,1,40,54,76,50,15,0,93,15,50,"[2902, 2907, 2912]","[25002, 0, 0, 2, 0.33]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300], [""ATK_1"", 2, 0]]","[""unit_mdl_dragon.dat""]",[],0,1,100,70,100,100,2,0,"[15,1,4]",[],[],[],0,[],[],[],2.5,"[0,0,0]",[]
14403,Dragon (wind),드래곤(바람),14400,14400,14413,"[[13003,20], [12003,10], [13006,15], [12006,5]]",3,"[0, 1, 1, 1, 1, 1, 1]",4,5,6,1,0,1,40,60,60,60,15,0,97,15,50,"[2903, 2908, 2913]","[25003, 0, 0, 4, 0.24]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300], [""BUFF"", 2, 800]]","[""unit_mdl_dragon.dat""]",[],0,1,100,70,100,100,2,0,"[15,2,4]",[],[],[],0,[],[],[],2.5,"[0,0,0]",[]
14404,Dragon (Light),드래곤(빛),14400,14400,14414,"[[13004,20], [12004,10], [13006,15], [12006,5]]",4,"[0, 1, 1, 1, 1, 1, 1]",3,5,6,1,0,1,40,80,50,50,15,0,95,15,50,"[2904, 2909, 2914]","[25004, 0, 0, 5, 0.24]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""BUFF"", 2, 800], [""ATK_2"", 2, 1300]]","[""unit_mdl_dragon.dat""]",[],0,1,100,70,100,100,2,0,"[15,3,4]",[],[],[],0,[],[],[],2.5,"[0,0,0]",[]
14405,Dragon (dark),드래곤(어둠),14400,14400,14415,"[[13005,20], [12005,10], [13006,15], [12006,5]]",5,"[0, 1, 1, 1, 1, 1, 1]",1,5,6,1,0,1,40,64,58,58,15,0,94,15,50,"[2905, 2910, 2915]","[25005, 0, 0, 7, 0.41]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300]]","[""unit_mdl_dragon.dat""]",[],0,1,100,70,100,100,2,0,"[15,4,4]",[],[],[],0,[],[],[],2.5,"[0,0,0]",[]
14411,Dragon (Water),드래곤(물),14400,14400,-1,[],1,"[0, 1, 1, 1, 1, 1, 1]",2,6,6,1,0,1,40,70,52,73,15,25,93,15,50,"[2901, 2906, 2911]","[25001, 0, 0, 1, 0.33]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300]]","[""unit_mdl_dragon_hr.dat""]",[],0,1,100,70,100,100,2,0,"[16,0,0]",[],"[[3, 1, [1, 1, 0, 1, ""unit_eft_dft_dragon_head.peft"", ""unit_eft_dft_dragon_water.png""]], [8, 0, [0.85, 1, 1, 1, ""unit_eft_dft_dragon_aura.peft"", ""unit_eft_dft_dragon_water.png""]]]",[],0,[],[],[],2.5,"[0,0,0]",[]
14412,Dragon (Fire),드래곤(불),14400,14400,-1,[],2,"[0, 1, 1, 1, 1, 1, 1]",1,6,6,1,0,1,40,59,83,53,15,0,94,30,50,"[2902, 2907, 2912]","[25002, 0, 0, 2, 0.33]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300], [""ATK_1"", 2, 0]]","[""unit_mdl_dragon_hr.dat""]",[],0,1,100,70,100,100,2,0,"[16,1,0]",[],"[[3, 1, [1, 1, 0, 1, ""unit_eft_dft_dragon_head.peft"", ""unit_eft_dft_dragon_fire.png""]], [8, 0, [0.85, 1, 1, 1, ""unit_eft_dft_dragon_aura.peft"", ""unit_eft_dft_dragon_fire.png""]]]",[],0,[],[],[],2.5,"[0,0,0]",[]
14413,Dragon (wind),드래곤(바람),14400,14400,-1,[],3,"[0, 1, 1, 1, 1, 1, 1]",4,6,6,1,0,1,40,65,65,65,15,0,113,15,50,"[2903, 2908, 2913]","[25003, 0, 0, 4, 0.24]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300], [""BUFF"", 2, 800]]","[""unit_mdl_dragon_hr.dat""]",[],0,1,100,70,100,100,2,0,"[16,2,0]",[],"[[3, 1, [1, 1, 0, 1, ""unit_eft_dft_dragon_head.peft"", ""unit_eft_dft_dragon_wind.png""]], [8, 0, [0.85, 1, 1, 1, ""unit_eft_dft_dragon_aura.peft"", ""unit_eft_dft_dragon_wind.png""]]]",[],0,[],[],[],2.5,"[0,0,0]",[]
14414,Dragon (Light),드래곤(빛),14400,14400,-1,[],4,"[0, 1, 1, 1, 1, 1, 1]",3,6,6,1,0,1,40,93,51,51,40,0,96,15,50,"[2904, 2909, 2914]","[25004, 0, 0, 5, 0.24]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""BUFF"", 2, 800], [""ATK_2"", 2, 1300]]","[""unit_mdl_dragon_hr.dat""]",[],0,1,100,70,100,100,2,0,"[16,3,0]",[],"[[3, 1, [1, 1, 0, 1, ""unit_eft_dft_dragon_head.peft"", ""unit_eft_dft_dragon_light.png""]], [8, 0, [0.85, 1, 1, 1, ""unit_eft_dft_dragon_aura.peft"", ""unit_eft_dft_dragon_light.png""]]]",[],0,[],[],[],2.5,"[0,0,0]",[]
14415,Dragon (dark),드래곤(어둠),14400,14400,-1,[],5,"[0, 1, 1, 1, 1, 1, 1]",1,6,6,1,0,1,40,63,73,59,40,0,95,15,50,"[2905, 2910, 2915]","[25005, 0, 0, 7, 0.41]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300], [""ATK_2"", 2, 1300]]","[""unit_mdl_dragon_hr.dat""]",[],0,1,100,70,100,100,2,0,"[16,4,0]",[],"[[3, 1, [1, 1, 0, 1, ""unit_eft_dft_dragon_head.peft"", ""unit_eft_dft_dragon_dark.png""]], [8, 0, [0.85, 1, 1, 1, ""unit_eft_dft_dragon_aura.peft"", ""unit_eft_dft_dragon_dark.png""]]]",[],0,[],[],[],2.5,"[0,0,0]",[]
14501,Phoenix (water),피닉스(물),14500,14500,14511,"[[13001,20], [12001,10], [13006,15], [12006,5]]",1,"[0, 1, 1, 1, 1, 1, 1]",1,5,6,1,0,1,40,48,80,52,15,0,93,15,50,"[3201, 3206, 3211]","[18001, 2, 0, 1, 0.44]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 3], [""ATK_2"", 2], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 700], [""ATK_2"", 2, 700], [""ATK_2"", 2, 700]]","[""unit_mdl_phoenix.dat""]",[],0,1,100,80,100,100,1,0,"[9,0,0]",[],"[[9, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_body.peft"", ""unit_eft_dft_pheonix_water.png""]], [8, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_head.peft"", ""unit_eft_dft_pheonix_water.png""]], [7, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_rwing.peft"", ""unit_eft_dft_pheonix_water.png""]], [6, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_lwing.peft"", ""unit_eft_dft_pheonix_water.png""]]]",[],0,[],"[[""DASH_1"", [0.028, -0.153, -0.511, -0.684, -0.486, 3.531]]]",[],12,"[0,0,0]",[]
14502,Phoenix (Fire),피닉스(불),14500,14500,14512,"[[13002,20], [12002,10], [13006,15], [12006,5]]",2,"[0, 1, 1, 1, 1, 1, 1]",3,5,6,1,0,1,40,56,76,48,15,0,93,15,50,"[3202, 3207, 3212]","[18002, 2, 0, 2, 0.44]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 3], [""ATK_2"", 2], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 700], [""ATK_2"", 2, 700]]","[""unit_mdl_phoenix.dat""]",[],0,1,100,80,100,100,1,0,"[9,1,0]",[],"[[9, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_body.peft"", ""unit_eft_dft_pheonix_fire.png""]], [8, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_head.peft"", ""unit_eft_dft_pheonix_fire.png""]], [7, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_rwing.peft"", ""unit_eft_dft_pheonix_fire.png""]], [6, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_lwing.peft"", ""unit_eft_dft_pheonix_fire.png""]]]",[],0,[],"[[""DASH_1"", [0.028, -0.153, -0.511, -0.684, -0.486, 3.531]]]",[],12,"[0,0,0]",[]
14503,Phoenix (breeze),피닉스(바람),14500,14500,14513,"[[13003,20], [12003,10], [13006,15], [12006,5]]",3,"[0, 1, 1, 1, 1, 1, 1]",1,5,6,1,0,1,40,46,90,44,15,0,93,15,50,"[3203, 3208, 3213]","[18003, 2, 0, 5, 0.33]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 3], [""ATK_2"", 2], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 700], [""ATK_2"", 2, 700], [""ATK_2"", 2, 700]]","[""unit_mdl_phoenix.dat""]",[],0,1,100,80,100,100,1,0,"[9,2,0]",[],"[[9, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_body.peft"", ""unit_eft_dft_pheonix_wind.png""]], [8, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_head.peft"", ""unit_eft_dft_pheonix_wind.png""]], [7, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_rwing.peft"", ""unit_eft_dft_pheonix_wind.png""]], [6, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_lwing.peft"", ""unit_eft_dft_pheonix_wind.png""]]]",[],0,[],"[[""DASH_1"", [0.028, -0.153, -0.511, -0.684, -0.486, 3.531]]]",[],12,"[0,0,0]",[]
14504,Phoenix (light),피닉스(빛),14500,14500,14514,"[[13004,20], [12004,10], [13006,15], [12006,5]]",4,"[0, 1, 1, 1, 1, 1, 1]",1,5,6,1,0,1,40,52,70,58,15,0,93,15,50,"[3204, 3209, 3214]","[18004, 2, 0, 3, 0.44]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 3], [""ATK_2"", 2], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 700], [""ATK_2"", 2, 700], [""ATK_2"", 2, 700]]","[""unit_mdl_phoenix.dat""]",[],0,1,100,80,100,100,1,0,"[9,3,0]",[],"[[9, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_body.peft"", ""unit_eft_dft_pheonix_light.png""]], [8, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_head.peft"", ""unit_eft_dft_pheonix_light.png""]], [7, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_rwing.peft"", ""unit_eft_dft_pheonix_light.png""]], [6, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_lwing.peft"", ""unit_eft_dft_pheonix_light.png""]]]",[],0,[],"[[""DASH_1"", [0.028, -0.153, -0.511, -0.684, -0.486, 3.531]]]",[],12,"[0,0,0]",[]
14505,Phoenix (dark),피닉스(어둠),14500,14500,14515,"[[13005,20], [12005,10], [13006,15], [12006,5]]",5,"[0, 1, 1, 1, 1, 1, 1]",1,5,6,1,0,1,40,50,84,46,15,0,93,15,50,"[3205, 3210, 3215]","[18005, 2, 0, 7, 0.55]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 3], [""ATK_2"", 2], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 700], [""ATK_2"", 2, 700], [""ATK_2"", 2, 700]]","[""unit_mdl_phoenix.dat""]",[],0,1,100,80,100,100,1,0,"[9,4,0]",[],"[[9, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_body.peft"", ""unit_eft_dft_pheonix_dark.png""]], [8, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_head.peft"", ""unit_eft_dft_pheonix_dark.png""]], [7, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_rwing.peft"", ""unit_eft_dft_pheonix_dark.png""]], [6, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_lwing.peft"", ""unit_eft_dft_pheonix_dark.png""]]]",[],0,[],"[[""DASH_1"", [0.028, -0.153, -0.511, -0.684, -0.486, 3.531]]]",[],12,"[0,0,0]",[]
14511,Phoenix (water),피닉스(물),14500,14500,-1,[],1,"[0, 1, 1, 1, 1, 1, 1]",1,6,6,1,0,1,40,53,90,52,15,0,94,30,50,"[3201, 3206, 3211]","[18001, 2, 0, 1, 0.44]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 3], [""ATK_2"", 2], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 700], [""ATK_2"", 2, 700], [""ATK_2"", 2, 700]]","[""unit_mdl_phoenix_hr.dat""]",[],0,1,100,80,100,100,1,0,"[17,0,3]",[],"[[9, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_body.peft"", ""unit_eft_dft_pheonix_water.png""]], [8, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_head.peft"", ""unit_eft_dft_pheonix_water.png""]], [7, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_rwing.peft"", ""unit_eft_dft_pheonix_water.png""]], [6, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_lwing.peft"", ""unit_eft_dft_pheonix_water.png""]]]",[],0,[],"[[""DASH_1"", [0.028, -0.153, -0.511, -0.684, -0.486, 3.531]]]",[],12,"[0,0,0]",[]
14512,Phoenix (Fire),피닉스(불),14500,14500,-1,[],2,"[0, 1, 1, 1, 1, 1, 1]",3,6,6,1,0,1,40,75,80,40,15,0,109,15,50,"[3202, 3207, 3212]","[18002, 2, 0, 2, 0.44]",1,"[0, 0]",0,0,3,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 3], [""ATK_2"", 2], [""DASH_1"", 7], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6]]","[[""ATK_2"", 2, 700], [""ATK_2"", 2, 700]]","[""unit_mdl_phoenix_hr.dat""]",[],0,1,100,80,100,100,1,0,"[17,1,3]",[],"[[9, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_body.peft"", ""unit_eft_dft_pheonix_fire.png""]], [8, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_head.peft"", ""unit_eft_dft_pheonix_fire.png""]], [7, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_rwing.peft"", ""unit_eft_dft_pheonix_fire.png""]], [6, 0, [1, 1, 1, 1, ""unit_eft_dft_pheonix_lwing.peft"", ""unit_eft_dft_pheonix_fire.png""]]]",[],0,[],"[[""DASH_1"", [0.028, -0.153, -0.511, -0.684, -0.486, 3.531]]]",[],12,"[0,0,0]",[]
